RBD;NOM_RBD;PACE;COD_COM_RBD
5234;ESCUELA BASICA COLONIA LOLENCO;0;9201
5235;ESCUELA BASICA LAS CASAS MAITENREHUE;0;9201
5236;ESC.BASICA QUEBRADA ONDA MAINTENREHUE;0;9201
5238;ESC BASICA OSCAR MUÑOZ MORAGA;0;9201
5241;ESCUELA BASICA  BUTACO;0;9201
5242;ESC. BASICA ALBOYANCO;0;9201
5243;ESC. BASICA CHANLEO;0;9201
5244;TRARULEMU;0;9201
5245;ESCUELA BASICA ALTIVA ARAUCARIA;0;9201
5246;ESCUELA UNION FAMILIAR;0;9201
5247;ESCUELA BASICA EL MAITEN;0;9201
5248;ESCUELA REPUBLICA DE AUSTRIA;0;9201
5249;ESC. BASICA MANUEL RODRIGUEZ;0;9201
5250;ESCUELA REGIMIENTO HUSARES;0;9201
5251;ESCUELA BASICA PICHIPEHUEN;0;9201
5252;ESC. BASICA LOMAS DEL TORO;0;9201
5255;ESCUELA SANTA ADRIANA;0;9201
5256;ESCUELA BASICA SANTA RITA;0;9201
5257;ESCUELA;0;9201
5258;ESCUELA BASICA CHACAICO;0;9201
5261;ESCUELA BASICA POCHOCOY;0;9201
5262;ESC.BASICA ERNESTO RIQUELME;0;9209
5263;ESCUELA DE ITRAQUE;0;9201
5264;COLEGIO SAN FRANCISCO DE ASIS DE ANGOL;0;9201
5265;COLEGIO ADVENTISTA DE ANGOL;0;9201
5266;COLEGIO SAN JOSE;0;9201
5267;ESCUELA AGRICOLA EL VERGEL;0;9201
5269;ESCUELA PARTICULAR EL MIRADOR;0;9201
5270;LICEO POLITECNICO DOMINGO STA MARIA;0;9209
5272;ESCUELA BASICA LOS NOGALES;0;9209
5273;ESCUELA MUNICIP. LA NOBEL GABRIELA;0;9209
5274;LICEO AGRICOLA FORESTAL MANZANARES;1;9209
5275;ESC. BASICA JULIO MONTT SALAMANCA;0;9209
5276;ESCUELA BASICA TOLPAN;0;9209
5277;MANUEL RODRIGUEZ(CERRADO)/RES/412/4/98;0;9209
5278;ESC. BASICA ARTURO PEREZ CANTO;0;9209
5279;ESCUELA;0;9209
5280;SAN FRANCISCO DE ASIS - RENAICO;0;9209
5281;ESCUELA PARTICULAR UNION VENECIA;0;9209
5282;COMPLEJO EDUCACIONAL COLLIPULLI;1;9202
5283;ESCUELA THOMAS ALBA EDISON;0;9202
5284;ESCUELA BENJAMIN FRANKLIN;0;9202
5286;ESCUELA BASICA VICTOR DURAN PEREZ;0;9202
5287;ESCUELA;0;9202
5288;ESCUELA MICHIGAN EL AMANECER;0;9202
5289;ESCUELA F-90 RAÚL CASTRO MÁRQUEZ;0;9202
5290;ESCUELA NICOLAS PEREZ CARDENAS;0;9202
5291;ESCUELA BASICA CANADA;0;9202
5292;ESCUELA BASICA MIGUEL HUENTELEN;0;9202
5294;ESCUELA MUNICIPAL JOEL COLLÍO MORALES;0;9202
5295;ESCUELA BASICA SANTA JULIA;0;9202
5296;ESCUELA BASICA PEMEHUE;0;9202
5297;ESCUELA BASICA EL ENCINAR;0;9202
5298;ESCUELA RAHUILMACO;0;9202
5300;ESCUELA LOS AROMOS (CERRADA 97);0;9202
5305;ESCUELA BASICA VILLA CURACO;0;9202
5306;ESCUELA;0;9202
5307;ESCUELA BASICA SAN ANDRES;0;9202
5308;ESCUELA BASICA EL AVELLANO;0;9202
5309;ESCUELA BASICA RIO AMARGO;0;9202
5310;ESCUELA BASICA MAPUDANCO;0;9202
5311;ESC.BASICA SALTO CHANCAHUA;0;9202
5312;ESCUELA BASICA NIBLINTO;0;9202
5314;ESCUELA CHIGUAIHUE;0;9202
5315;COLEGIO PARTIC. WOLFGANG AMADEUS MOZART;0;9202
5317;ESCUELA PARTICULAR COLIHUINCA TORI;0;9202
5319;ESCUELA PARTICULAR CAILLIN;0;9202
5320;ESCUELA PARTICULAR SANTA LUCIA;0;9202
5322;ESCUELA PARTICULAR SN.JUAN DE LA AMERICA;0;9202
5323;LICEO BICENTENARIO POLIVALENTE LONQUIMAY;1;9205
5324;ESCUELA MUNICIPAL FRONTERIZA;0;9205
5325;ESCUELA BASICA GABRIELA PETERMANN;0;9205
5326;ESCUELA BASICA MALALMAHUIDA;0;9205
5327;ESCUELA DE LIUCURA;0;9205
5328;ESCUELA BASICA MITRAUQUEN;0;9205
5329;ESCUELA BASICA CRUZACO;0;9205
5330;ESC.BASICA MARTA BRUNET;0;9205
5331;ESCUELA BASICA MARIMENUCO;0;9205
5332;ESCUELA BASICA LA ANGOSTURA;0;9205
5333;ESCUELA DE ICALMA;0;9205
5336;ESCUELA BASICA LOS PINOS;0;9205
5337;ESCUELA DE SIERRA NEVADA;0;9205
5338;ESC. BASICA JUSTO SCHWEITZER M.;0;9205
5339;ESCUELA DE TROYO;0;9205
5340;ESC. BASICA LEONTINA VASQUEZ RIVERA;0;9205
5341;ESCUELA BASICA DOMINGO CAMARGO;0;9205
5342;ESCUELA PARTICULAR LONQUIMAY;0;9205
5343;LICEO POLITECNICO C-12 CURACAUTIN;1;9203
5344;LICEO LAS ARAUCARIAS;1;9203
5345;ESCUELA LUIS CRUZ MARTINEZ;0;9203
5346;ESCUELA OSVALDO FUENTES BARRERA;0;9203
5347;ESCUELA PATRICIO CHAVEZ SOTO;0;9203
5348;RAMON EDUARDO RAMIREZ HENRIQUEZ;0;9203
5350;ESCUELA ESPECIAL LOS VOLCANES;0;9203
5351;COLEGIO MANUEL BULNES PRIETO;0;9203
5353;ESCUELA BASICA REPUBLICA DE MEXICO;0;9203
5354;ESCUELA DE RARI-RUCA;0;9203
5357;ESCUELA LOS PRADOS;0;9203
5358;ESCUELA BASICA COLLICO;0;9203
5359;ESCUELA BASICA VEGA LARGA;0;9203
5360;ESCUELA BASICA LEFUCO;0;9203
5362;ESCUELA RIO BLANCO;0;9203
5363;ESCUELA BASICA ALEJO TASCON;0;9203
5364;ESCUELA MANCHURIA;0;9203
5365;ESCUELA JOSE CHANIN SILHY;0;9203
5367;ESCUELA BASICA LA JAULA;0;9203
5368;ESC. BASICA SAN ARTURO, RADALCO ESTE.;0;9203
5371;ESCUELA DE SANTA JULIA;0;9203
5372;ESCUELA PARTICULAR SANTA ELENA;0;9203
5373;ESCUELA PARTICULAR SANTA EMMA;0;9203
5374;LICEO ALONSO DE ERCILLA Y ZUÑIGA;1;9204
5375;ESCUELA BASICA SALVADOR ALLENDE;0;9204
5376;ESCUELA BASICA SAN RAMON;0;9204
5378;ESCUELA BASICA TEODOCIO URRUTIA;0;9204
5379;ESCUELA TRICAUCO;0;9204
5380;ECUELA FEDERICO RAYDET;0;9204
5381;ESC. ASENTAMIENTO PABLO NERUDA;0;9204
5382;ESCUELA MILLALEVIA;0;9204
5384;ESCUELA BASICA COLONIA CHIGUAYHUE;0;9204
5385;ESCUELA CHACAIMAPU;0;9204
5386;ESCUELA BASICA TEMOCUICUI;0;9204
5387;ESC.PAR.SAN FRANCISCO DE ASIS DE ERCILLA;0;9204
5388;ESCUELA PARTICULAR REQUEN PILLAN;0;9204
5389;ESCUELA PARTICULAR NUPANGUE;0;9204
5390;ESCUELA PARTICULAR LUJAN;0;9204
5391;ESCUELA PARTICULAR SANTA ROSA;0;9204
5392;ESCUELA PARTICULAR EL PROGRESO;0;9202
5393;LICEO BICENTENARIO POLITECNICO MANUEL MONTT;1;9211
5394;LICEO JORGE ALESSANDRI RODRIGUEZ;1;9211
5395;ESCUELA MARCELA PAZ;0;9211
5396;COLEGIO IGNACIO CARRERA PINTO;0;9211
5398;ESCUELA HEROES DE IQUIQUE;0;9211
5400;ESCUELA BERNARDO MUNOZ VARGAS;0;9211
5401;ESCUELA ESPECIAL CONFEDERACION SUIZA;0;9211
5403;ESCUELA CLAUDIO MATTE;0;9211
5404;ESCUELA HERNAN TRIZANO AVEZZANA;0;9211
5405;ESCUELA CAYETANO VIGAR FONTECILLA;0;9211
5406;ESCUELA SELVA OSCURA;0;9211
5407;ESCUELA BASICA PATRICIO LINCH;0;9211
5408;ESCUELA PAILAHUEQUE;0;9211
5409;ESCUELA BASICA AGUA DE PLATA;0;9211
5410;ESCUELA PEHUENCO;0;9211
5411;ESCUELA MUNICIPAL MONICA GEBERT MEIER;0;9211
5412;ESCUELA BASICA MARIA ESTER;0;9211
5413;ESCUELA BASICA HUENCHULAO;0;9211
5414;ESCUELA BASICA TOQUIHUE;0;9211
5415;ESCUELA BASICA EL PORVENIR;0;9211
5418;ESCUELA ROSARIO;0;9211
5419;ESCUELA BASICA RENACER;0;9211
5420;ESCUELA AMAZA;0;9211
5421;ESCUELA BASICA LLALLACURA;0;9211
5422;ESCUELA BASICA LAS CARDAS;0;9211
5423;ESCUELA BASICA TRANGOL;0;9211
5424;ESCUELA BASICA SAN LUIS;0;9211
5425;ESCUELA BASICA SANTA ELENA;0;9211
5426;SAN GREGORIO CERRADA R/391/7/4/98;0;9211
5427;ESCUELA QUEIPUL;0;9211
5428;ESCUELA DUMO;0;9211
5429;ESCUELA BASICA LA AURORA;0;9211
5430;ESCUELA BASICA COLO;0;9211
5431;ESCUELA BASICA SAN PEDRO;0;9211
5432;ESCUELA BASICA HUILLINLEBU;0;9211
5434;COLEGIO INSTITUTO VICTORIA;0;9211
5435;COLEGIO SANTA CRUZ DE VICTORIA;0;9211
5436;ESCUELA PARTICULAR LA ARAUCANA;0;9211
5437;ESCUELA PARTICULAR BOLLILCO;0;9211
5439;COMPLEJO EDUCACIONAL LUIS DURAND DURAND;1;9210
5440;LICEO LUCILA GODOY ALCAYAGA;0;9210
5441;ESCUELA REPUBLICA DE ISRAEL;0;9210
5442;ESCUELA BASICA EMILIA ROMAGNA;0;9210
5443;ESCUELA AUSTRALIA;0;9210
5444;ESCUELA PROFESOR JUAN DE LA CRUZ MUNOZ M.;0;9210
5446;ESCUELA DIEGO PORTALES;0;9210
5448;ESCUELA BASICA FUNDO CHUFQUEN;0;9210
5449;ESC. BASICA ANIDIR;0;9210
5452;ESCUELA BASICA QUILLANMAHUIDA;0;9210
5453;ESC. BASICA FUNDO SAN RAIMUNDO;0;9210
5454;ESCUELA REDUCCION CONTRERAS;0;9210
5455;ESC.BASICA QUILQUEN;0;9210
5456;ESC. BASICA QUILACO;0;9210
5457;ESCUELA SAN VICENTE;0;9210
5458;ESC. BASICA VILLA EL FORTIN;0;9210
5459;ESC. BASICA FUNDO QUINO;0;9210
5460;ESC. BASICA REDUCCION MALALHUE;0;9210
5461;ESCUELA FUNDO TRIGAL;0;9210
5462;ESC. BASICA REDUCCION TEMULEMU;0;9210
5463;ESC. BASICA DIDAICO;0;9210
5465;COLEGIO BICENTENARIO LOUIS PASTEUR;0;9210
5466;ESCUELA PARTICULAR SANTA ROSA;0;9210
5467;LICEO AGRICOLA Y FORESTAL SUIZO LA PROVI;0;9210
5468;ESCUELA PARTICULAR COLPI;0;9210
5469;ESCUELA PARTICULAR LORENZO COLIPI;0;9210
5470;ESCUELA BASICA REPUBLICA DE ITALIA;0;9207
5471;ESCUELA F-174 VALLE DE LUMACO;0;9207
5472;ESC. MUNICIPAL PICHIPELLAHUEN;0;9207
5473;ESC. BASICA QUETRAHUE;0;9207
5474;ESC. BASICA RALUN;0;9207
5475;ESC. BASICA PELLAHUEN;0;9207
5476;ESC. BASICA CALCOY;0;9207
5477;ESC. BASICA LOS COPIHUES;0;9207
5479;ESC. BASICA CHANCO;0;9207
5480;ESCUELA RUCATRARO ALTO;0;9106
5482;ESC. BASICA RUCAYECO;0;9207
5483;ESC. BASICA ALTO LIUCURA;0;9207
5484;ESC. BASICA BARROS NEGROS;0;9207
5485;ESC. BASICA BUTA RINCON;0;9207
5486;ESC. BASICA CERRO PARTIDO;0;9207
5487;ESCUELA MUNICIPAL G-180 MARIA RIQUELME MENA;0;9207
5488;ESC. BASICA LOLENCO;0;9207
5489;ESC. BASICA SANTA ELENA DEL MAITEN;0;9207
5490;ESC. BASICA COMUDE;0;9207
5492;ESC. BASICA REDUCCION CALBUDIR;0;9207
5493;ESCUELA PARTICULAR LAS COLINAS;0;9207
5494;ESCUELA PARTICULAR PICHI-LONCOYAN;0;9208
5496;ESCUELA PARTICULAR QUILLUCO;0;9207
5498;ESCUELA PARTICULAR CURILEBU;0;9207
5499;ESCUELA PARTICULAR GABRIELA MISTRAL;0;9210
5502;ESCUELA PARTICULAR SAN GERARDO;0;9207
5503;ESCUELA PARTICULAR EL EDEN;0;9208
5504;ESCUELA PARTICULAR CALBUCO;0;9207
5505;ESCUELA PARTICULAR LAS CARPAS;0;9207
5506;ESCUELA GENERAL LAGOS;0;9207
5507;LICEO MARIA AURORA GUINEZ RAMIREZ;1;9208
5508;ESCUELA PEDRO DE ONA;0;9208
5509;LICEO BICENTENARIO INDÓMITO DE PURÉN;0;9208
5510;ESCUELA ENZO FERRARI;0;9208
5511;ESC. BASICA AGUA SANTA;0;9208
5512;ESC.BASICA PINGUIDAHUE;0;9208
5513;ESC. BASICA TRANAMAN;0;9208
5515;ESC. BASICA EL VALLE;0;9208
5516;ESC. BASICA COYANCAHUIN;0;9208
5517;ESC. BASICA MANZANAL;0;9208
5518;ESC. BASICA CONUNHUENU;0;9208
5519;ESC. BASICA CERRO ALTO;0;9208
5520;ESC. BASICA IPINCO ALTO;0;9208
5521;ESC. BASICA QUILACO;0;9208
5522;ESC. BASICA HUITRANLEBU;0;9208
5523;ESCUELA PELLAHUENCO;0;9208
5524;ESC. BASICA EL LINGUE;0;9208
5525;ESC. BASICA CAUPOLICAN;0;9208
5526;ESC. BASICA LOS TILOS;0;9208
5527;ESC. BASICA HUENOCOLLE;0;9208
5529;ESCUELA PARTICULAR AGUA SANTA;0;9208
5530;ESCUELA PARTICULAR BOYECO;0;9207
5532;ESCUELA PARTICULAR TRULAUQUEN;0;9208
5533;ESCUELA PARTICULAR SAN BERNARDO;0;9208
5534;ESCUELA PARTICULAR PINGUIDAHUE ARRIBA;0;9208
5535;ESCUELA PARTICULAR LOS DERRAMES;0;9208
5536;ESCUELA PARTICULAR PICHIHUENOCOLLE;0;9208
5537;ESCUELA PARTICULAR REMEHUEICO;0;9208
5538;ESCUELA GUSTAVO VASQUEZ DIAZ;0;9206
5539;ESCUELA DE LOS SAUCES;0;9206
5541;ESC. BASICA ELENA MULLER M.;0;9206
5542;ESC. BASICA LINO BARBIERI CANTERGIANI;0;9206
5543;ESCUELA SANTA MAGDALENA;0;9206
5544;ESC. BASICA SAN RAMON ALTO;0;9206
5546;ESC. BASICA OSCAR CASTRO;0;9206
5548;ESC. BASICA PIVADENCO;0;9206
5550;ESCUELA BASICA VILLA TRINTE;0;9206
5551;ESC. BASICA GUIDO GRANDE;0;9206
5552;ESC. BASICA NAPADIR;0;9206
5553;ESC. BASICA EL MEMBRILLAR;0;9206
5554;ESC. BASICA HUITRANLEBU;0;9206
5555;ESC. BASICA QUEUQUE;0;9206
5556;ESC. BASICA SAN CARLITOS;0;9206
5557;ESCUELA VICENTE PEREZ ROSALES;0;9206
5558;ESC. BASICA NININCO;0;9206
5560;ESC. BASICA NAHUELVE;0;9206
5561;ESCUELA DE CENTENARIO;0;9206
5563;ESC. BASICA PETRONA PAILLALEO;0;9206
5564;SAN RAMON BAJO FUSION C/ 5541-7;0;9206
5565;INSTITUTO SUPERIOR DE COMERCIO;0;9101
5566;LICEO INDUSTRIAL A-27 TEMUCO;1;9101
5567;LICEO BICENTENARIO TECNOLÓGICO DE LA ARAUCANIA DE TEMUCO;1;9101
5568;INSTITUTO SUPERIOR DE ESPECIALIDADES TECNICAS DE TEMUCO;1;9101
5569;LICEO GABRIELA MISTRAL DE TEMUCO;0;9101
5570;LICEO PABLO NERUDA;0;9101
5571;LICEO ANIBAL PINTO;0;9101
5574;COMPLEJO EDUCACIONAL PADRE LAS CASAS;1;9112
5575;ESCUELA ARTURO PRAT;0;9101
5577;ESCUELA CAUPOLICAN;0;9101
5578;ESCUELA LLAIMA;0;9101
5579;ESCUELA MANUEL RODRIGUEZ;0;9101
5580;ESCUELA CAMPOS DEPORTIVOS;0;9101
5581;ESCUELA LAS QUILAS;0;9101
5582;ESCUELA STANDAR;0;9101
5583;ESCUELA SANTA ROSA;0;9101
5584;ESCUELA JOSE MIGUEL CARRERA;0;9101
5585;ESCUELA VILLA ALEGRE;0;9101
5586;ESCUELA PORVENIR;0;9101
5587;ESCUELA URUGUAY;0;9101
5588;ESCUELA MANUEL RECABARREN;0;9101
5589;ESCUELA MILLARAY;0;9101
5590;COMPLEJO EDUC. UN AMANECER EN LA ARAUCANIA;1;9101
5591;ESCUELA EVARISTO MARIN;0;9101
5592;ESCUELA ANDRES BELLO;0;9101
5594;ESCUELA BASICA MARCELA PAZ;0;9101
5595;ESCUELA SAN ANTONIO;0;9101
5596;COLEGIO MUNDO MAGICO;0;9101
5597;COLEGIO ALONSO DE ERCILLA;0;9101
5598;ESCUELA ESPECIAL NIELOL;0;9101
5599;ESCUELA DARIO SALAS;0;9112
5600;ESCUELA DE ADULTOS MANUEL ROJAS;0;9101
5601;ESCUELA MUNICIPAL EL TRENCITO;0;9101
5602;ESCUELA VILLA ITALIA;0;9101
5603;JARDIN INFANTIL MONTE VERDE;0;9101
5604;ESCUELA PEDRO DE VALDIVIA;0;9101
5605;ESCUELA TURINGIA;0;9101
5606;ESCUELA VILLA CAROLINA;0;9101
5607;ESCUELA JAVIERA CARRERA;0;9101
5608;ESCUELA LOS AVELLANOS;0;9101
5611;ESCUELA LOS TRIGALES;0;9101
5613;COMPLEJO EDUCACIONAL LA GRANJA;1;9119
5614;ESCUELA LABRANZA;0;9101
5617;ESCUELA DE PARVULOS CAMPANITA;0;9101
5619;ESCUELA DE PARVULOS SEMILLITA;0;9101
5620;LICEO POLIVALENTE DE ADULTOS SELVA SAAVEDRA;0;9101
5622;ESCUELA BÁSICA BERNARDO ÑANKO;0;9205
5623;ESCUELA TRUMPULO CHICO;0;9112
5624;ESCUELA METRENCO;0;9112
5625;ESCUELA TRUF-TRUF.;0;9112
5627;ESCUELA LAUREL HUACHO;0;9112
5629;ESCUELA REDUCCION RALUNCOLLAN;0;9101
5630;ESCUELA MANIO CHICO;0;9101
5631;ESCUELA LICANCO;0;9112
5632;ESCUELA REDUCCION MONTE VERDE;0;9101
5633;ESCUELA CONOCO CHICO;0;9101
5634;ESCUELA NIRRIMAPU;0;9112
5635;ESCUELA TROMEN;0;9112
5636;ESCUELA BOTROLHUE;0;9101
5637;ESCUELA TROMEN BAJO;0;9101
5638;ESCUELA COLPANAO;0;9112
5639;ESCUELA LIRCAY;0;9101
5640;ESCUELA MOLLULCO;0;9101
5641;ESCUELA REMOLINOS;0;9112
5644;ESCUELA TROMEN ALTO;0;9101
5645;ESCUELA BOYECO;0;9101
5646;ESCUELA CHOMIO;0;9112
5647;ESCUELA COLLIMALLIN;0;9101
5648;ESCUELA CHAPOD;0;9112
5649;ESCUELA FUNDO MAQUEHUE;0;9112
5651;ESCUELA PARTICULAR COLLIN;0;9108
5652;COLEGIO PROVIDENCIA DE TEMUCO;0;9101
5653;LICEO CARLOS CONDELL DE LA HAZA;0;9101
5654;INSTITUTO CLARET;0;9101
5655;LICEO COMERCIAL TEMUCO BICENTENARIO DE EXCELENCIA;0;9101
5656;LICEO POLITECNICO PUEBLO NUEVO;0;9101
5658;COMPLEJO EDUCACIONAL JAVIERA CARRERA;0;9101
5659;ESCUELA Y LICEO MONTESSORI;0;9101
5661;LICEO ADVENTISTA DE TEMUCO;0;9101
5662;LICEO ESPANA DE TEMUCO;0;9101
5663;LICEO BICENTENARIO DE EXCELENCIA  PADRE OSCAR MOSER;0;9112
5664;COLEGIO AUGUSTO WINTER;0;9101
5665;COL.PART.ESP.DE DEF. AUDIT.ANGLICANO;0;9101
5666;LICEO CAMILO HENRIQUEZ DE TEMUCO;0;9101
5667;ESC.PARTIC. MONS.GUIDO DE RAMBERGA;0;9112
5668;ESCUELA BASICA VISTA VERDE;0;9101
5669;COLEGIO MADRE ADMIRABLE DE SCHOENSTATT;0;9101
5670;COLEGIO SAN FRANCISCO;0;9101
5675;ESCUELA PARTICULAR ARTURO ARRIAGADA;0;9101
5677;ESC. ESP.RETARDO MENTAL LAS ARAUCARIAS;0;9101
5678;ESCUELA PARTICULAR NTRA.SRA.DEL CARMEN;0;9112
5680;ESC.PART.SAN FRANCISCO DE ASIS DE TEMUCO;0;9101
5681;COLEGIO JUAN BOSCO;0;9101
5682;ESCUELA PARTICULAR FRANCIA;0;9101
5683;ESCUELA PARTICULAR PADRE VENANCIO;0;9112
5684;ESCUELA PART. WENCESLAO VALDIVIA;0;9101
5686;ESCUELA PARTICULAR EL ROBLE;0;9101
5690;ESCUELA PARTICULAR LA ESPIGA;0;9101
5693;ESCUELA PARTICULAR ESTRELLA DE BELEN;0;9101
5694;ESCUELA PARTICULAR ALIANZA;0;9101
5695;ESCUELA PARTICULAR SAN RAFAEL ARCANGEL;0;9112
5697;ESCUELA PARTICULAR LAS AMERICAS;0;9101
5698;ESCUELA PARTICULAR ARAUCANIA;0;9101
5700;ESCUELA PARTICULAR LOS REYES;0;9101
5701;ESCUELA PARTICULAR VILLA IRMA;0;9101
5703;LICEO BICENTENARIO DE EXCELENCIA TECNICO PROFESIONAL CENTENARIO;0;9101
5705;ESCUELA PARTICULAR EL SEMBRADOR;0;9112
5706;ESCUELA PARTICULAR SAN JUAN;0;9101
5709;ESCUELA PARTICULAR LOS TRIGALES;0;9101
5711;LICEO PARTICULAR NAZARETH;0;9101
5713;COLEGIO PARTICULAR I. CULTURA BRITANICA;0;9101
5714;ESCUELA PART.SANTA MARIA DE LA RIBERA;0;9101
5716;PADRE BARTOLOME DE LAS CASAS;0;9112
5717;ESCUELA PARTICULAR CLAUDIO MATTE;0;9101
5718;ESCUELA PARTICULAR DE PARVULOS;0;9101
5719;ESCUELA PARTICULAR ARAUCANIA;0;9101
5720;COLEGIO ÑIELOL CHE KIMUN;0;9112
5722;ESCUELA PARTICULAR PAPELUCHO;0;9101
5723;ESCUELA PARTICULAR VILLA AISEN;0;9101
5725;ESCUELA PARTICULAR SAN BERNARDO;0;9112
5726;COLEGIO MANUEL MONTT;0;9101
5729;LICEO TÉCNICO FEMENINO SANTA CRUZ ÑIELOL;1;9101
5730;ESCUELA PARTICULAR ROBLE HUACHO;0;9112
5731;ESCUELA PARTICULAR MILLAHUECO;0;9112
5732;ESCUELA PARTICULAR MAQUEHUE;0;9112
5733;ESCUELA PARTICULAR CATRIMALAL;0;9101
5734;ESCUELA PARTICULAR BOTRONHUE;0;9101
5736;ESCUELA PARTICULAR PLOM METRENCO;0;9112
5737;ESCUELA PARTICULAR HERMANO PASCUAL;0;9112
5739;ESCUELA PART. LOS COPIHUES;0;9101
5740;ESCUELA PARTICULAR SAN MANUEL;0;9112
5742;ESCUELA PARTICULAR RANQUILCO;0;9112
5744;ESCUELA PARTICULAR SAN SILVESTRE;0;9101
5745;ESCUELA PARTICULAR MILLANTU;0;9101
5746;ESCUELA PARTICULAR MONO PAINE;0;9101
5747;ESCUELA BELLAVISTA DE COYAHUE;0;9112
5748;ESCUELA PARTICULAR LAS LOMAS;0;9112
5750;ESCUELA PARTICULAR CRUZ DE MAYO;0;9112
5751;ESCUELA SAN ANTONIO DE NIENOCO;0;9101
5752;ESCUELA PARTICULAR SAN PEDRO RAPA;0;9112
5753;ESCUELA PARTICULAR SAN MIGUEL;0;9112
5754;ESCUELA PARTICULAR NUEVA MEMBRILLAR;0;9112
5756;ESCUELA PARTICULAR RENGALIL;0;9101
5759;ESCUELA PARTICULAR BOYECO;0;9101
5760;ESCUELA PARTICULAR DIEGO PORTALES;0;9101
5761;ESCUELA SAN MARTIN DE PORRES;0;9112
5763;ESCUELA PARTICULAR MANZANAR DE LLEUPECO;0;9112
5764;ESCUELA PARTICULAR ZANJA;0;9112
5765;ESCUELA PARTICULAR KIMELTU DE PANCO;0;9101
5766;ESCUELA BÁSICA PARTICULAR SUBVENCIONADA GUIDO BUCHER;0;9112
5767;ESCUELA PARTICULAR TRES CERROS;0;9112
5768;ESCUELA PARTICULAR SAN VICENTE;0;9112
5770;ESCUELA BASICA KOYAM;0;9112
5773;ESCUELA PARTICULAR LUIS CRUZ MARTINEZ;0;9101
5774;ESCUELA PARTICULAR SAN FRANCISCO;0;9112
5776;ESCUELA PARTICULAR VIRGEN DE GUADALUPE;0;9112
5778;ESCUELA PARTICULAR EL VALLE;0;9112
5779;ESCUELA PARTICULAR EL ESFUERZO;0;9112
5781;ESCUELA PARTICULAR ARAUCO;0;9112
5782;ESCUELA PARTICULAR SIGLO XXI;0;9101
5783;ESCUELA PARTICULAR SAN JOSE;0;9101
5784;ESCUELA PARTICULAR SARGENTO CANDELARIA;0;9112
5785;ESCUELA PARTICULAR SAN MATEO;0;9101
5787;ESCUELA PARTICULAR CENTRAL QUILACO;0;9112
5790;ESCUELA PARTICULAR EL CRUCERO;0;9101
5791;ESCUELA PARTICULAR WITRAMALAL;0;9112
5792;ESCUELA PARTICULAR EL ALBA;0;9101
5793;ESCUELA ANDRES BELLO;0;9112
5794;ESCUELA PARTICULAR PROF.ANDRES AGUAYO;0;9112
5796;ESCUELA PARTICULAR DOCTOR MUHAJIR;0;9101
5797;ESCUELA PARTICULAR REPOCURA;0;9112
5798;ESCUELA PARTICULAR NIRRIMAPU;0;9112
5799;ESCUELA SANTA INES DE CAIVICO;0;9112
5800;ESCUELA PARTICULAR JOSE LUIS SANFUENTES;0;9112
5801;ESCUELA PARTICULAR POETA ERCILLA;0;9112
5803;ESCUELA PARTICULAR PICHI ITINENTO;0;9112
5804;ESCUELA BASICA PARTICULAR CINCO LAUREL;0;9101
5806;ESCUELA PARTICULAR DAVID RIADI MATUS;0;9112
5807;ESCUELA PARTICULAR LA ROCA;0;9112
5808;COLEGIO DE LA SALLE;0;9101
5810;COLEGIO BAUTISTA;0;9101
5812;COLEGIO ALEMAN;0;9101
5813;COLEGIO CENTENARIO;0;9101
5814;COLEGIO SANTA CRUZ;0;9101
5815;CARACOLITO;0;9101
5816;COLEGIO METODISTA;0;9101
5817;COL.INGLES GEORGE CHAYTOR(RES139-02-08);0;9101
5820;MICKEY - MOUSE;0;9101
5823;LICEO H-C JORGE TEILLIER SANDOVAL;1;9108
5824;ESC. BASICA NUMERO SEIS;0;9108
5825;ESC. BASICA AMELIA GODOY;0;9108
5827;ESCUELA IRENE FREI;0;9108
5828;ESC. BASICA GUACOLDA;0;9108
5829;ESCUELA LOS CACHORROS;0;9108
5830;ESCUELA DE LAUTARO;0;9108
5831;LICEO LOS CASTANOS;0;9108
5832;ESC. BASICA NIERECO;0;9108
5833;ESC. BASICA REWE KIMUN;0;9108
5834;ESC. BASICA ALTO MECO;0;9108
5835;ESC. BASICA VILLA COIHUECO;0;9108
5837;ESCUELA DOLLICO ALTO;0;9108
5838;ESC. BASICA LAS MINAS;0;9108
5839;ESCUELA LOS PINOS( CERRADO);0;9108
5840;ESC. BASICA FLOR DE ULMO;0;9108
5841;ESCUELA DE LLIULLIUCURA;0;9108
5843;ESC. BASICA DOLLINCO BAJO;0;9108
5844;ESC. BASICA SAN LUIS DE ROBLER-A;0;9108
5846;ESC. BASICA TRES ESQUINAS;0;9108
5847;ESC. BASICA SANTA YOLANDA;0;9108
5848;ESC. BASICA CAMPESINA;0;9108
5849;ESC. BASICA PUMALAL;0;9108
5850;ESC. BASICA VISTA HERMOSA;0;9108
5851;ESC. BASICA CHUMIL;0;9108
5852;ESC. BASICA EL ESCUDO;0;9108
5854;ESC. BASICA VEGA LARGA;0;9108
5855;ESC. BASICA MUCO CHUREO;0;9108
5856;ESCUELA BASICA EL CRUCERO G 318;0;9108
5857;ESC. BASICA MALPICHAHUE;0;9108
5858;ESCUELA SANTA ANA;0;9108
5859;ESC. BASICA REDUCCION MARILEO;0;9108
