RBD;NOM_RBD;PACE;COD_COM_RBD
10344;COLEGIO HELLEN´S COLLEGE;0;13104
10345;ESCUELA PARTICULAR FRANCISCO BILBAO;0;13127
10346;ESCUELA BASICA INES DE SUAREZ;0;13104
10348;ESCUELA BASICA PART.MARY ANNE SCHOOL;0;13104
10349;ESC. PART. SANTA CLARA;0;13104
10350;COLEGIO ELENA BETTINI;0;13108
10351;ESCUELA PARTICULAR PARQUE ASUNCION;0;13104
10352;LICEO BICENTENARIO NUEVA AURORA DE CHILE;0;13127
10353;ESCUELA ESPECIAL PARTICULAR LA PIRAMIDE;0;13127
10355;COLEGIO PARTICULAR JUAN PABLO;0;13108
10358;ESC. PART. BLUE BELL;0;13104
10359;ESCUELA PART. SANTA LUISA DE MARILLAC;0;13107
10361;ESCUELA PARTICULAR ZOLTAN DIENES;0;13104
10362;ESCUELA PARTICULAR HNAS.AGAZZI;0;13104
10363;ESCUELA PARTICULAR JAIME EYZAGUIRRE;0;13127
10364;ESCUELA BÁSICA Nº 953 JOSE ARTIGA;0;13127
10365;ESCUELA BAS. ISABEL GONZALEZ CARES;0;13104
10371;ESCUELA PARTICULAR ANDRES ALBERTO;0;13104
10372;ESCUELA PARTICULAR ISLA DE PASCUA;0;13108
10375;ESCUELA PARTICULAR RUTH;0;13104
10376;ESCUELA BÀSICA Nº 1090 UNIÒN LATINOAMERICANA;0;13104
10377;LICEO POLIVALENTE SAINT ANDREWS;0;13302
10384;ESCUELA BASICA PART.BRIGIDA WALKER;0;13127
10385;ESCUELA PART. ADVENTISTA SANTIAGO NORTE;0;13104
10386;ESCUELA ESPECIAL BELLA ESPERANZA;0;13125
10388;ESCUELA BASICA FRANKLIN DELANO ROOSEVELT;0;13104
10393;ESCUELA DE PARVULOS N° 748 SANTA CATALINA;0;13104
10394;ESCUELA DE PARVULOS JARDIN INFANTIL CUA-CUA;0;13104
10395;ESCUELA DE PARVULOS MARIANNE;0;13104
10396;LICEO POLIVALENTE RAFAEL DONOSO CARRASCO;0;13127
10397;LICEO INDUSTRIAL DE RECOLETA;0;13127
10398;LICEO REBECA OLIVARES BENITEZ;0;13301
10399;LICEO POLIVALENTE RIGOBERTO FONTT I.;1;13301
10400;ESCUELA BASICA MARCOS GOOYCOLEA CORTES;0;13301
10401;ESCUELA BASICA SANTA TERESA DEL CARMELO;0;13301
10402;ESCUELA ESPECIAL ERNESTO SOTO NEGRETE;0;13301
10403;ESCUELA PREMIO NOBEL PABLO NERUDA;0;13301
10404;ANDALIEN DE COLINA;0;13301
10405;LICEO ESMERALDA;1;13301
10407;ESCUELA BASICA ALGARROBAL;0;13301
10408;LICEO PELDEHUE;1;13301
10409;ESC.BASICA FRANCISCO PETRINOVIC KARLOVAC;0;13301
10410;ESCUELA BASICA SAN VICENTE DE LO ARCAYA;0;13301
10411;ESCUELA BASICA SANTA MARTA DE LIRAY;0;13301
10412;ESCUELA SAN FRANCISCO DE ASIS;0;13301
10413;ESCUELA PARTICULAR PAPELUCHO;0;13301
10415;ESCUELA PARTICULAR DESIREE;0;13301
10416;CENTRO DE TRATAMIENTO INTEGRAL LOS LAURELES;0;13301
10418;ESCUELA PARTICULAR JUAN CALVINO;0;13301
10419;LICEO BICENTENARIO MANUEL PLAZA REYES DE LAMPA;1;13302
10420;ESCUELA MANUEL SEGOVIA MONTENEGRO;0;13302
10421;ESCUELA REPUBLICA DE POLONIA;0;13302
10422;ESCUELA BASICA CACIQUE COLIN;0;13302
10424;ESCUELA SANTA  BARBARA;0;13302
10425;ESCUELA POLONIA GUTIERREZ C.;0;13302
10426;ESCUELA BASICA F-N°371 SANTA ROSA DE LAMPA;0;13302
10427;ESCUELA BASICA F - N°372 SANTA SARA;0;13302
10428;ESCUELA BASICA G-N°373 EL LUCERO;0;13302
10429;NORMA GONZÁLEZ GUERRA;0;13302
10430;ESCUELA BASICA SAN SEBASTIAN DE BATUCO;0;13302
10431;ESC. ESPECIAL PADRE LUIS GUANELLA;0;13302
10432;LICEO POLIVALENTE MANUEL RODRIGUEZ;1;13303
10433;LICEO HUERTOS FAMILIARES;0;13303
10434;ESCUELA ANGEL C. ASTORGA;0;13303
10435;ESCUELA BASICA G-N°345 RUNGUE;0;13303
10436;ESCUELA BASICA G-N° 346;0;13303
10439;ESCUELA BASICA G-N°348;0;13303
10441;ESCUELA BASICA G-N°349;0;13303
10442;ESCUELA BASICA G-N°350;0;13303
10443;LICEO MONTENEGRO;0;13303
10444;ESCUELA BASICA G-N°352 PLAZUELA DE POLPAICO;0;13303
10447;ESCUELA PARTICULAR LA MERCED;0;13303
10449;ESCUELA CAMINO DE LUZ;0;13201
10450;ESCUELA CONSOLIDADA;0;13201
10451;LICEO GENERAL PEDRO LAGOS;0;13201
10452;LICEO PUENTE ALTO;1;13201
10453;LICEO IND. MUNICIPALIZADO A N_ 116;1;13201
10455;LICEO SAN GERONIMO;1;13201
10456;LICEO COMERCIAL DE PUENTE ALTO;1;13201
10457;COLEGIO MAIPO;1;13201
10458;ESCUELA VILLA INDEPENDENCIA;0;13201
10459;ESCUELA REPUBLICA DE GRECIA;0;13201
10460;CENTRO EDUCACIONAL NUEVA CREACION;0;13201
10461;ESCUELA LOS ANDES;0;13201
10462;ESCUELA NONATO COO;0;13201
10464;ESCUELA VILLA PEDRO AGUIRRE CERDA;0;13201
10465;ESCUELA EJERCITO LIBERTADOR;0;13201
10466;ESCUELA LOS PIMIENTOS;0;13201
10467;ESCUELA MANUEL PLAZA;0;13201
10469;ESCUELA ESPECIAL CREACION;0;13201
10470;LICEO MUNIC.ING.MILITAR JUAN MACKENA O.;0;13201
10472;ESCUELA CASAS VIEJAS;0;13201
10473;ESCUELA OSCAR BONILLA;0;13201
10474;ESCUELA LUIS MATTE LARRAIN;0;13201
10475;ESCUELA GABRIELA;0;13201
10476;ESCUELA LAS PALMAS;0;13201
10478;ESCUELA SAN LUIS GONZAGA;0;13201
10479;COLEGIO ESTELA SEGURA;0;13201
10480;ESCUELA PIERRE VAYER;0;13201
10481;LICEO INDUSTRIAL DOMINGO MATTE MESIAS;0;13201
10482;COLEGIO ARTURO PRAT;0;13201
10484;COLEGIO CORDILLERA;0;13201
10486;ESCUELA JAVIERA CARRERA;0;13201
10487;COLEGIO POLIVALENTE DOMINGO MATTE MESIAS;0;13201
10488;ESCUELA GENOVEVA MOLL BRIONES;0;13201
10489;LICEO NUESTRA SENORA DE LAS MERCEDES;0;13201
10490;ESCUELA EMANUEL;0;13201
10491;ESCUELA SANTA JOAQUINA DE VEDRUNA;0;13201
10492;COLEGIO CRISTIANO BELEN;0;13201
10493;COLEGIO SAN LUIS DE GONZAGA II;0;13201
10494;ESCUELA ADELAIDA INFANTE DE LIRA;0;13201
10495;ESC. PART. SAN ANDRES;0;13201
10496;ESCUELA INDUSTRIAL LAS NIEVES;0;13201
10497;ESC. PARTICULAR JOSEFINA GANA DE J.;0;13201
10498;ESCUELA ESPECIAL EL TRANQUE;0;13201
10500;COLEGIO POLIV. EL ALBORADA;0;13201
10501;COLEGIO POLIV. PROFESOR ILDEFONSO CALDERON;0;13201
10502;ESCUELA PARTICULAR MIGUEL CRUCHAGA T.;0;13201
10503;COLEGIO EDUC.PART. COMP.DE MARIA P. ALTO;0;13201
10505;LICEO POLIVALENTE MARIA REINA;0;13201
10506;COLEGIO SENDA DEL SABER;0;13201
10507;LICEO BICENTENARIO TÉCNICO LAS NIEVES;0;13201
10509;ESCUELA BASICA LOS PINOS;0;13201
10512;COLEGIO LOS AROMOS;0;13201
10513;COLEGIO PARTICULAR NIDAL;0;13201
10515;ESCUELA DOMINGO FAUSTINO SARMIENTO;0;13201
10516;LICEO MUNIC. TEC. PROF. EL LLANO;1;13202
10517;ESCUELA SANTA RITA;0;13202
10519;ESCUELA BASICA G-N°646 LO ARCAYA;0;13202
10520;LICEO  EL PRINCIPAL;1;13202
10522;ESCUELA BASICA G-N°643 SAN JUAN DE PIRQUE;0;13202
10524;ESCUELA BASICA G-841 SANTOS RUBIO MORALES;0;13202
10525;ESC FAM AGRIC DOLORES VALDES DE COVARRUB;0;13202
10526;LICEO POLIVALENTE SAN JOSE DE MAIPO;1;13203
10527;ESCUELA JULIETA BECERRA ALVAREZ;0;13203
10528;ESCUELA GABRIELA TOBAR PARDO;0;13203
10529;ESCUELA BASICA F-N°638 EL MELOCOTON;0;13203
10530;ESCUELA BASICA F-N°629 DE CONCENTRACION FRONTERIZA;0;13203
10531;ESCUELA BOCATOMA MAITENES;0;13203
10532;ESCUELA BASICA G-N°631 FRONTERIZA;0;13203
10533;ESCUELA BASICA LOS QUELTEHUES;0;13203
10534;ESCUELA LA OBRA;0;13203
10536;ESCUELA BASICA G-N°635 INTEGRADORA EL MANZANO;0;13203
10537;ESCUELA BASICA G-N°636 SAN ALFONSO;0;13203
10538;ESCUELA BASICA G-N°637 LAS MELOSAS;0;13203
10540;COLEGIO RAFAEL EYZAGUIRRE;0;13203
10541;LICEO COMERCIAL DE SAN BERNARDO;1;13401
10542;CENTRO EDUCACIONAL BALDOMERO LILLO;1;13401
10543;LICEO POLIVALENTE A-127 FIDEL PINOCHET LE-BRUN;0;13401
10544;LICEO ELVIRA BRADY MALDONADO-SN.BERNARDO;1;13401
10545;LICEO IND. MIGUEL AYLWIN GAJARDO;1;13401
10546;ESCUELA PILAR MOLINER DE NUEZ;0;13401
10547;ESCUELA REPUBLICA DEL BRASIL;0;13401
10548;ESCUELA ISABEL RIQUELME;0;13401
10550;ESCUELA L.GRAL. BERNARDO O´HIGGINS;0;13401
10551;LICEO POLIV. LUCILA GODOY ALCAYAGA;1;13401
10553;ESCUELA MARCIAL MARTINEZ FERRARI;0;13105
10554;ESCUELA GENERAL RENE SCHNEIDER CHEREAU;0;13401
10555;ESCUELA BASICA BASE EL BOSQUE;0;13105
10556;ESCUELA ALEMANIA;0;13401
10557;ESCUELA GENERAL ALBERTO A. BACHELET MARTINEZ;0;13105
10558;ESCUELA REPUBLICA DE LOS EE.UU. DE AMERICA;0;13401
10559;ESCUELA BERNARDO LEIGHTON;0;13105
10560;ESCUELA JAVIERA CARRERA VERDUGO;0;13401
10561;ESCUELA CLAUDIO ARRAU LEON;0;13105
10563;ESCUELA MANUEL MAGALLANES MOURE;0;13401
10564;ESCUELA REPUBLICA DEL PERU;0;13401
10565;ESCUELA DIEGO PORTALES;0;13401
10567;ESCUELA MAHUIDA;0;13401
10568;ESCUELA ORLANDO LETELIER;0;13105
10569;LICEO NUEVO PORVENIR;0;13401
10570;ESCUELA BASICA DR LUIS SEPULVEDA SALVATI;0;13401
10571;ESCUELA ESCRITORA  MARCELA PAZ;0;13401
10572;LICEO FRAY LUIS BELTRAN;0;13105
10573;CENTRO EDUCACIONAL MATIAS COUSINO;1;13105
10574;ESCUELA ESPANA;0;13401
10576;ESCUELA IGNACIO CARRERA PINTO;0;13401
10577;ESCUELA DE EDUCACION DIFERENCIAL;0;13401
10578;ESCUELA STA. TERESA DE LOS MORROS;0;13401
10579;ESCUELA JOSE NUEZ MARTIN;0;13401
10580;ESCUELA ABRAHAM LINCOLN;0;13401
10581;ESCUELA BASICA ANTUPILLAN;0;13401
10584;LICEO DE ADULTOS PUCARA DE CHENA;0;13401
10585;ESCUELA LUIS ARENAS VASQUEZ;0;13401
10586;ESCUELA ELEODORO YANEZ PONCE DE LEON;0;13401
10587;ESCUELA BASICA RIO MAIPO;0;13401
10588;LICEO CARDENAL ANTONIO SAMORE;0;13401
10589;ESCUELA HARAS LOS CONDORES;0;13401
10590;ESCUELA TERESA GARCIA HUIDOBRO;0;13401
10592;LICEO CLARA SOLOVERA;0;13401
10594;COLEGIO SAINT ARIELI;0;13401
10595;ESCUELA BASICA PARTICULAR ROBERTO LORCA;0;13401
10596;ESC. BAS. PART.N¦49 STA. TERESA DE LOS ANDES;0;13401
10599;ESCUELA PARTICULAR CRISTO REY;0;13401
10600;COLEGIO MONTESSORI;0;13401
10601;ESCUELA PARTICULAR SAN BERNARDO;0;13401
10603;CENTRO EDUCACIONAL AMERICAN ACADEMY;0;13401
10604;COLEGIO VILLA SANTA MARIA;0;13105
10606;COLEGIO GETSEMANI;0;13401
10607;COLEGIO DOMINGO EYZAGUIRRE;0;13401
10608;COLEGIO SUPERIOR DEL MAIPO;0;13401
10610;COLEGIO SAN JOSE;0;13401
10611;COLEGIO AMERICAN ACADEMY;0;13401
10614;LICEO COMERCIAL GABRIELA MISTRAL;0;13401
10615;COLEGIO  INGLES ISAAC NEWTON;0;13401
10618;INSTITUTO SAN PABLO MISIONERO;0;13401
10619;ESCUELA PARTICULAR JOSE MIGUEL CARRERA;0;13105
10621;ESCUELA JOSÉ ABELARDO NÚÑEZ N°2;0;13401
10622;ESCUELA PARTICULAR MARVIT SCHOOL;0;13105
10623;ESCUELA DIFERENCIAL JUAN SANDOVAL;0;13105
10625;ESCUELA PARTICULAR MARIA MEDIANERA;0;13105
10626;COLEGIO JUAN BAUTISTA DURAN;0;13105
10628;COLEGIO ARAGON;0;13401
10629;ESCUELA PARTICULAR EL BOSQUE;0;13105
10631;COLEGIO QUILLAHUE SAN BERNARDO;0;13401
10632;CENTRO EDUC. DENVER COLORADO SCHOOL;0;13105
10634;COLEGIO INMACULADA CONCEPCION;0;13401
10635;INSTITUTO SAGRADO CORAZON;0;13401
10636;COLEGIO EUCLIDES;0;13401
10638;LICEO 131;1;13402
10639;ESCUELA RAYEN MAPU;0;13402
10640;COLEGIO DE MAIPO;0;13402
10641;LICEO ALTO JAHUEL;0;13402
10642;LICEO POLIVALENTE LOS GUINDOS;1;13402
10643;ESCUELA VILLASECA;0;13402
10645;LICEO FRANCISCO JAVIER KRUGGER ALVARADO;1;13402
10646;ESCUELA VALDIVIA DE PAINE;0;13402
10648;ESCUELA LO SALINAS;0;13402
10649;ESCUELA HUMBERTO MORENO RAMIREZ;0;13402
10651;ESCUELA LOS ROSALES DEL BAJO;0;13402
10652;ESCUELA VILUCO;0;13402
10654;ESCUELA ANDRES PUIG FERRER;0;13402
10655;ESCUELA ESPECIAL DEFIC MENTAL CAMPOSANO;0;13402
10656;ESCUELA BASICA G-N°813 LOS AROMOS DE EL RECURSO;0;13402
10657;ESCUELA DE QUINTA DE MAIPO;0;13402
10658;LICEO POLIVALENTE MODERNO CARDENAL CARO;0;13402
10659;ESC. ESP. TALLERES PRE-VOCACIONALES DIFERENCI;0;13402
10660;ESCUELA HOGAR REHABILITACION DON ORIONE;0;13402
10661;CENTRO DE EDUC.ESPECIAL HNO.BERNARDO;0;13402
10662;COLEGIO SAINT MARY COLLEGE;0;13402
10663;CENTRO EDUC. ENRIQUE BERNSTEIN CARABANTE;1;13404
10665;ESCUELA ALEMANIA;0;13404
10666;LICEO POLIVALENTE GREGORIO MORALES MIRANDA;0;13404
10667;LICEO  MARIA CARVAJAL FUENZALIDA;1;13404
10668;ESCUELA ELIAS SANCHEZ ORTUZAR;0;13404
10669;ESCUELA  BARBARA KAST RIST;1;13404
10670;ESCUELA RAUL SANCHEZ CERDA;0;13404
10671;ESCUELA CARMEN REVECO NUNEZ;0;13404
10672;COLEGIO  CHALLAY;0;13404
10673;ESCUELA BASICA F-N°835 HERMANOS SANCHEZ CERDA;0;13404
10674;ESCUELA SENDERO DE CULITRIN;0;13404
10675;ESCUELA  LAS COLONIAS;0;13404
10676;ESCUELA BASICA G-N°830 FRANCISCO LETELIER VALDES;0;13404
10677;ESCUELA BASICA G N°831 JAVIER EYZAGUIRRE ECHAURREN;0;13404
10679;ESCUELA  BASICA G-N°832 AGUILA SUR;0;13404
10680;ESCUELA HUGO PINO VILCHEZ;0;13404
10682;ESCUELA;0;13404
10683;LICEO REINA PAOLA DE BELGICA;0;13404
10684;ESCUELA PARTICULAR ESPECIAL LAS CAMELIAS;0;13404
10685;COLEGIO PART. MARIA ANA MOGAS;0;13404
10686;LICEO MUNICIPAL POETISA GABRIELA MISTRAL;1;13403
10687;ESCUELA BASICA F-N°798 CALERA DE TANGO;0;13403
10688;LICEO LONQUEN;0;13403
10689;ESCUELA EL ROTO CHILENO;0;13601
10692;ESCUELA PARTICULAR SAN IGNACIO;0;13403
10693;CENTRO DE DIAGNOSTICO;0;13601
10694;ESCUELA PRESIDENTE PRIETO;0;13601
10696;LICEO TALAGANTE;1;13601
10697;LICEO POLITECNICO DE TALAGANTE;1;13601
10698;ESCUELA TALACANTA;0;13601
10699;LICEO REPUBLICA DE GRECIA;0;13601
10701;LICEO POLIVALENTE DE TALAGANTE-ANEXO;0;13601
10702;ESCUELA MANUEL RODRIGUEZ ERDOIZA;0;13601
10703;ESCUELA ESTRELLA DE BELEN;0;13601
10704;ESCUELA ALBORADA DE TALAGANTE;0;13601
10705;ESCUELA LUIS UNDURRAGA;0;13601
10706;ESCUELA EL PINO VIEJO DE LONQUEN;0;13601
10708;ESCUELA BASICA SANTA MARIANA;0;13601
10710;COLEGIO ALCANTARA DE TALAGANTE;0;13601
10711;LICEO COMERCIAL TALAGANTE;0;13601
10712;ESCUELA BAS. COLEGIO NACIONAL;0;13601
10713;COLEGIO NINO JESUS;0;13601
10715;INSTITUTO SUBTTE.LUIS CRUZ MARTINEZ;0;13601
10716;ESCUELA BAS. BARTOLOME BLUMENTHAL;0;13601
10717;ESCUELA TECNICA SANTA MARIA MICAELA;0;13601
10719;INSTITUTO TALAGANTE;0;13601
10720;COLEGIO SAGRADO CORAZON;0;13601
10721;ENGLISH COLLEGE;0;13601
10722;COLEGIO TORREON;0;13601
10723;COLEGIO PARTICULAR INTEGRAL ARTURO PRAT;0;13601
10724;COLEGIO CARAMPANGUE;0;13601
10725;CENTRO EDUCACIONAL ISLA DE MAIPO;1;13603
10726;LICEO BICENTENARIO MARIO BERTERO CEVASCO;0;13603
10727;LICEO REPUBLICA DE ITALIA;1;13603
10729;ESCUELA BASICA EFRAIN MALDONADO TORRES;0;13603
10730;ESC.BASICA SAN ANTONIO DE NALTAGUA;0;13603
10732;ESCUELA RURAL LAS PARCELAS;0;13603
10733;ESCUELA BASICA;0;13603
10734;CENTRO EDUC. PART. MARIA REINA INMACULADA;0;13603
10735;LICEO POLIV. LUIS HUMBERTO ACOSTA GAY;1;13602
10736;ESCUELA REPUBLICA DEL ECUADOR;0;13602
10737;ESC. BASICA  JAVIERA CARRERA VERDUGO;0;13602
10738;ESCUELA REPUBLICA DE HONDURAS;0;13602
10740;ESCUELA CHINIGUE EL CRISTO;0;13602
10741;ESCUELA EL REMANSO;0;13602
10742;ESCUELA BAS. DIVINA PROVIDENCIA;0;13602
10743;INSTITUTO SAN FRANCISCO;0;13602
10744;ESCUELA BAS. COLEGIO EMELINA URRUTIA;0;13602
10746;LICEO MUNICIPALIZADO PENAFLOR;1;13605
10747;ESCUELA TERESA DE CALCUTA;0;13605
10748;ESCUELA EMILIA LASCAR;0;13605
10749;LICEO BICENTENARIO DE EXCELENCIA PAUL HARRIS;1;13604
10750;ESCUELA ROSALINA PESCIO VARGAS;0;13605
10751;LICEO COMERCIAL REPUBLICA DE BRASIL;1;13605
10752;ESCUELA REPUBLICA ARGENTINA;0;13604
10753;ESCUELA REPUBLICA CHECA;0;13605
10754;ESCUELA MAND EDUARDO FREI MONTALVA;0;13605
10755;ESCUELA ESPECIAL NAZARETH;0;13605
10756;ESCUELA SONIA PLAZA CASTRO;0;13605
10757;COLEGIO ALBERTO HURTADO CRUCHAGA;0;13604
10758;ESCUELA MALLOCO;0;13605
10760;ESCUELA REPUBLICA DE ISRAEL;0;13605
10761;ESCUELA BASICA JULIO COVARRUBIAS FREIRE;0;13604
10763;ESCUELA CRISTAL CHILE;0;13604
10764;ESCUELA LA ESPERANZA;0;13604
10765;ESCUELA BASICA G-N°673 PELVIN SAN FRANCISCO DE ASIS;0;13605
10766;ESCUELA DOLORES CATTIN FAUNDEZ;0;13605
10767;ESCUELA BASICA ACADEMIA MALLOCO;0;13605
10768;ESCUELA BASICA N 41 AUGUSTO D`HALMAR;0;13605
10769;ESC.BASICA PART.BENJAMIN VERGARA;0;13604
10771;ESCUELA BAS. PART. COLEGIO CLAUDIO GAY;0;13605
10772;COL.PART.INMAC.CONC. DE NTRA.SRA. DE LOURDES;0;13605
10773;COMPLEJO EDUC.PART. LUIS PASTEUR;0;13604
10774;ESCUELA PARTICULAR EL REFUGIO;0;13605
10777;COLEGIO TERRANOVA;0;13605
10778;ESCUELA SAN MIGUEL;0;13501
10779;ESCUELA LUIS DURAN REYES;0;13501
10780;LICEO POLIV. HNOS. SOTOMAYOR BAEZA;1;13501
10781;LICEO POLITECNICO MUNICIPAL MELIPILLA;1;13501
10782;ESCUELA IGNACIO SERRANO MONTANER;0;13501
10783;LICEO GABRIELA MISTRAL DE MELIPILLA;1;13501
10784;COLEGIO HUILCO ALTO;0;13501
10785;COLEGIO MONS. JAIME LARRAIN BUNSTER;0;13501
10786;ESCUELA SAN JOSE DE LA VILLA;0;13501
10787;COLEGIO HERNAN ARISTIA BASCUNAN;0;13501
10789;ESCUELA GRAL. CAROL URZUA;0;13501
10790;ESCUELA REPUBLICA DEL BRASIL;0;13501
10791;COLEGIO POMAIRE;0;13501
10792;LICEO POLIV. EL BOLLENAR;1;13501
10794;ESCUELA SANTA ROSA ESMERALDA;0;13501
10795;ESCUELA CLAUDIO ARRAU;0;13501
10796;ESCUELA PATRICIO LARRAIN GANDARILLAS;0;13501
10797;ESCUELA PEDRO MARIN ALEMANY;0;13501
10798;ESCUELA BASICA CARMEN BAJO;0;13501
10799;ESCUELA RAMON NOGUERA PRIETO;0;13501
10800;ESCUELA CHOLQUI;0;13501
10801;ESCUELA SAN DIEGO;0;13501
10803;ESCUELA BASICA;0;13501
10805;ESCUELA PUANGUE;0;13501
10806;ESCUELA BASICA;0;13501
10810;ESCUELA LIDIA MATTE HURTADO;0;13501
10811;ESCUELA EL TRANSITO;0;13501
10815;ESCUELA BASICA CARMEN DE LAS ROSAS;0;13501
10816;ESCUELA JOSE CAMARENA ESCRIVA;0;13501
10818;ESCUELA HUECHUN;0;13501
10820;ESCUELA TANTEHUE;0;13501
10821;ESCUELA RAQUEL FERNANDEZ DE MORANDE;0;13501
10822;ESCUELA RURAL FUTURO;0;13501
10824;COLEGIO RUMAY;0;13501
10825;ESCUELA PADRE ALBERTO HURTADO;0;13501
10827;ESCUELA BASICA EL PABELLON;0;13501
10828;COLEGIO PARTICULAR ALONSO DE ERCILLA;0;13501
10829;ESC. BAS. NUESTRA SEÑORA Y MADRE DEL CARMEN;0;13501
10830;COLEGIO POLITEC.NTRA.SRA.DE LA PRESENTAC;0;13501
10831;COLEGIO PARTICULAR MELIPILLA;0;13501
10832;COLEGIO POLIVALENTE SAN AGUSTIN;0;13501
10833;CENTRO EDUCACIONAL MENESIANO;0;13501
10834;COLEGIO MARAMBIO;0;13501
10835;LICEO MUNICIPAL F-N°860;0;13504
10836;ESCUELA BASICA F-N° 732 CHOROMBO ALTO;0;13504
10837;ESCUELA BASICA F-N°738 LOS RULOS;0;13504
10838;ESCUELA BASICA G-N°733 CHOROMBO BAJO;0;13504
10839;ESCUELA BASICA G-N°734 LAS MERCEDES;0;13504
10840;ESCUELA BASICA G-N°737 SANTA EMILIA;0;13504
10841;ESCUELA IBACACHE;0;13504
10842;ESCUELA BASICA VALLE DE PUANGUE;0;13503
10844;ESCUELA SAN JOSE OBRERO DE CURACAVI;0;13503
10845;LICEO BICENTENARIO PRESIDENTE BALMACEDA;1;13503
10846;ESCUELA FERNANDO CARVAJAL PINTO;0;13503
10848;ESCUELA ELIECER PEREZ VARGAS;0;13503
10849;ESCUELA HERIBERTO ERLWEIN  S.;0;13503
10850;ESCUELA BASICA CAREN DE CURACAVI;0;13503
10851;COLEGIO INSTITUTO SAN LUIS DE CURACAVI;0;13503
10852;ESCUELA BASICA N°403 NUESTRA SRA. DE LA GUARDIA;0;13503
10853;ESCUELA BASICA EL CARMELO;0;13503
10854;LICEO MUNICIPAL DE SAN PEDRO;1;13505
10855;ESCUELA;0;13505
10856;ESCUELA BASICA G-N°126;0;13505
10858;ESCUELA BASICA G-N°128 ATALICIO AGUILAR A.;0;13505
10859;ESCUELA;0;13505
10861;ESCUELA BASICA G-N°130;0;13505
10862;ESCUELA BASICA G-N°131;0;13505
10863;ESCUELA LONGOVILO;0;13505
10864;ESCUELA BASICA G-N°134 NIHUE;0;13505
10865;ESCUELA ENRIQUE REYMOND ALDUNATE;0;13505
10866;ESCUELA BASICA;0;13505
10867;ESCUELA DE QUELENTARO ALTO;0;13505
10868;ESCUELA BASICA G-N°139;0;13505
10869;ESCUELA BASICA G-N°140;0;13505
10870;ESCUELA BASICA G-N°141;0;13505
10871;ESCUELA BASICA G-N°498;0;13505
10872;ESCUELA FUNDO CABIMBAO;0;13505
10873;LICEO MUNICIPAL SARA TRONCOSO TRONCOSO;1;13502
10876;ESCUELA;0;13502
10877;ESCUELA EL ASIENTO;0;13502
10878;ESCUELA BARRANCAS DE PICHI;0;13502
10879;ESCUELA SAN ALFONSO;0;13502
10880;ESCUELA HACIENDA ALHUE;0;13502
10881;COLEGIO SAN SEBASTIAN;0;13121
10882;ESCUELA DIFUSION ARTISTICA;0;15101
10883;CENTRO DE DIAGNOSTICO;0;15101
10884;ESC. EDUCACION ESPECIAL LOS IBISCOS;0;15101
10885;ACADEMIA DE ESTUDIOS TARAPACA;0;1101
10887;ESCUELA DE CHITITA;0;15102
10889;CENTRO TRAT. INTEG. LOS TAMARUGOS;0;1101
10892;NORTH AMERICAN COLLEGE;0;15101
10893;ESCUELA EJERCITO DE SALVACION;0;15101
10894;JARDIN INFANTIL MUSICAL MAC DONALD;0;15101
10897;ESCUELA DE ILLAPATA;0;15102
10898;JARDIN INFANTIL ACUARELA;0;1101
10900;COLEGIO LIRIMA;0;1101
10901;COLEGIO SAN MARTIN;0;1101
10902;JARDIN INFANTIL PETER PAN;0;1101
10904;ESCUELA BASICA PARAJALLA;0;1403
10905;ESCUELA BASICA FUERTE BAQUEDANO;0;1401
10906;COLEGIO FORD COLLEGE;0;15101
10908;J.  I.  TUTUMPI;0;15101
10909;JARDIN INFANTIL MONTESSORI;0;15101
10911;LICEO BICENTENARIO PABLO NERUDA;1;15101
10912;ESCUELA VALLE DE PARCOHAYLLA;0;15102
10913;CENTRO CAP.LAB. REINO DE BELGICA;0;15101
10914;JARDIN INFANTIL LOS CARINOSITOS;0;1101
10915;COLEGIO CARDENAL ANTONIO SAMORE;0;15101
10916;ESCUELA CALETA CHANAVAYITA;0;1101
10917;LICEO S.S JUAN PABLO SEGUNDO;1;1107
10918;TALLERES LAB. BALDOMERO LILLO;0;15101
10956;ESCUELA DIFERENCIAL SANTA CECILIA;0;2201
10959;LICEO EXPERIMENTAL ARTISTICO APLICACION;0;2101
10960;COLEGIO SAGRADA FAMILIA;0;2301
10962;COLEGIO JUAN PABLO II;0;2201
10963;COLEGIO EVANGELICO EJERCITO DE SALVACION CATHERINE BOOTH;0;2201
10964;CENTRO DE TRAT.INTEGRAL LAS BUGANVILLIAS;0;2301
10967;LICEO ELEUTERIO RAMIREZ MOLINA;1;2201
10968;LICEO MAYOR GRAL.(E) OSCAR BONILLA;1;2101
10970;LICEO JORGE ALESSANDRI RODRIGUEZ;0;2201
10971;ANEXO LICEO NOCTURNO;0;2201
10973;ESCUELA DE EDUCACION DIFERENCIAL CENTRO DE CAPACITACION ESPERANZA;0;2101
10974;ESCUELA NUEVA LUZ ALEJANDRO MARTINETTI TAPIA;0;2101
10975;ESCUELA DE PARVULOS SAINT PATRICK S SCH.;0;2201
10976;ESC. PARVULOS PRESBITERIANA EL REDENTOR;0;2101
10977;COLEGIO CHUQUICAMATA;0;2201
10979;LICEO A.RENDIC I, ANEXO CENTRO PREVENCION FEM;0;2101
11025;ESCUELA FRONTERIZA;0;3302
